date,JPMorgan Chase,Bank of America,Citigroup,Goldman Sachs,Morgan Stanley,Wells Fargo,Bank of New York Mellon,State Street,Royal Bank of Canada,Toronto-Dominion Bank,HSBC,Barclays,Standard Chartered,BNP Paribas,Credit Agricole,Societe Generale,Deutsche Bank,ING Groep,Banco Santander,UBS Group,Mitsubishi UFJ Financial Group,Sumitomo Mitsui Financial Group,Mizuho Financial Group,Industrial and Commercial Bank of China,China Construction Bank,Bank of China,Agricultural Bank of China,Bank of Communications,aggregate_market_leverage
2026-02-26,5.952538,9.375268,13.337381,7.145867,5.674504,8.450042,6.127401,10.238588,7.827706,9.840483,13.659175,24.004039,22.662851,26.144833,40.908865,27.859251,23.841376,15.061825,12.089098,15.420482,13.028084,14.409531,17.833235,22.516939,21.053682,24.556244,25.325608,24.318199,13.859273
2026-02-27,6.048686,9.790418,14.009169,7.642287,5.982750,8.893660,6.235460,10.500762,7.949549,9.990840,13.699144,25.009846,22.733799,26.355471,41.418746,28.382909,24.403081,15.255939,12.405635,15.555633,12.851826,14.170274,17.437768,22.416861,21.078781,24.607013,25.508851,24.556139,14.136513
2026-03-02,6.095176,9.793947,13.862094,7.625868,5.968130,8.785645,6.219245,10.439116,7.869132,9.890481,14.286432,25.860772,23.948887,27.297214,42.286904,29.389974,25.239191,15.694445,12.985470,15.637945,13.475938,14.791188,18.260864,22.754134,21.620752,25.180250,26.221319,25.046893,14.343536
2026-03-03,6.049358,9.765790,13.942220,7.619108,5.999564,8.790363,6.286505,10.705250,7.989388,9.942386,15.014512,26.731533,24.686091,28.419857,44.189200,30.839211,26.330344,16.349673,13.807452,16.186630,13.678251,15.200312,19.084074,22.416861,21.179806,25.021171,25.836261,24.763987,14.467863
2026-03-04,6.064031,9.708281,13.877114,7.583466,5.950935,8.660415,6.266858,10.656931,8.000502,9.869360,14.704140,26.250485,24.223284,28.109802,44.140121,29.736882,25.781416,16.066456,13.328872,16.034715,14.303893,16.191794,20.206941,22.788445,21.594282,25.504819,26.221319,25.373320,14.489058
2026-03-05,6.164778,9.793947,14.157231,7.833972,6.104138,8.830211,6.342672,10.764967,8.050953,9.997611,14.839167,27.074002,24.693139,28.823136,45.649584,30.751420,26.398399,16.236440,13.685991,16.231311,13.863673,15.648022,19.056295,22.719928,21.436874,25.504819,26.123939,24.975537,14.623336
2026-03-06,6.237392,10.005480,14.456119,7.950781,6.176750,8.994760,6.411293,11.095737,8.124162,10.185782,15.214881,27.903028,25.278244,29.042241,46.221328,31.404416,27.332269,16.478236,13.843541,16.614135,13.749464,15.564288,18.940550,22.550507,21.281853,25.233747,25.788952,24.869293,14.764754
2026-03-09,6.229444,10.144604,14.448545,7.862145,6.170942,9.156014,6.417405,11.022046,8.141174,10.227642,15.146704,28.359987,25.449690,29.377445,46.766494,31.840220,27.704194,16.570899,13.996811,16.730108,14.201556,16.159719,20.032785,22.857396,21.256244,25.450120,25.979270,25.046893,14.860632
2026-03-10,6.250997,10.020316,14.154816,7.847496,6.161292,9.211221,6.402385,10.971342,8.056603,10.172383,14.826193,27.024076,24.629863,28.401238,45.440514,30.568737,26.819241,16.002083,13.291930,16.351756,13.927483,15.746478,19.221436,22.996615,21.281853,25.395667,26.172533,24.904602,14.721864
2026-03-11,6.273096,10.027752,14.128311,7.931036,6.156801,9.362886,6.323969,10.698318,8.069823,10.168159,14.904405,27.503007,24.978512,28.073428,45.636457,30.742671,27.128481,15.992475,13.490288,16.463850,14.105661,15.896668,19.499604,23.208803,21.620752,25.287479,26.368810,24.798986,14.798244
2026-03-12,6.359399,10.294006,14.587491,8.249988,6.374605,9.544035,6.323969,10.917929,8.136030,10.316148,15.799738,28.925667,25.916345,29.221997,46.988257,31.802643,28.582040,16.339614,13.757002,16.788743,14.256272,16.324435,19.998946,22.892036,21.256244,25.073963,26.221319,24.659607,15.065254
2026-03-13,6.348999,10.375568,14.563065,8.299204,6.357253,9.676635,6.367507,11.070777,8.156651,10.329971,15.992822,29.149796,26.746085,29.524532,47.509409,32.542445,28.814686,16.608969,13.905495,16.907333,14.246290,16.462439,20.156858,22.822867,21.281853,25.073963,26.368810,24.798986,15.130341
2026-03-16,6.298156,10.307831,14.353333,8.183853,6.328694,9.487639,6.404258,11.164598,8.069192,10.169567,15.799738,29.012003,26.687948,29.527893,47.324964,32.115410,28.374376,16.577806,13.942140,16.788743,14.356927,16.547665,20.285723,22.317708,20.929125,24.916275,25.694877,24.659607,14.979519
2026-03-17,6.284675,10.264521,14.308702,8.074632,6.256780,9.434194,6.369818,11.052551,8.047817,10.090723,15.659980,28.613610,25.830882,29.195710,47.030076,31.830819,28.411418,16.560548,13.827476,16.556788,14.228857,16.408142,20.175609,22.122133,20.781685,24.556244,25.462781,24.590528,14.875518
2026-03-18,6.269064,10.353545,14.191132,8.088333,6.220397,9.438622,6.438193,11.091569,8.109144,10.224793,15.635732,28.246859,25.419699,28.737083,46.628976,30.954114,28.496464,16.383297,13.716140,16.572386,13.882514,16.027043,19.599127,22.025684,20.708778,24.405244,25.462781,24.556139,14.825862
2026-03-19,6.264855,10.317731,14.049434,8.053132,6.232909,9.416529,6.426834,11.103250,8.196293,10.287180,16.105435,29.492816,27.238102,29.659575,47.709700,32.760390,29.190709,16.805706,14.162225,16.918203,14.098342,16.318490,20.113249,21.993731,20.830588,24.455361,25.371160,24.419582,14.932406
2026-03-20,6.290761,10.288094,14.088754,8.018193,6.138278,9.285292,6.424946,11.018759,8.253929,10.473498,16.467163,30.079591,27.220823,30.483107,48.528396,34.166639,29.634747,17.011115,14.311715,17.022208,14.098342,16.318490,20.113249,21.930114,20.855131,24.305647,25.235010,24.351895,14.986150
2026-03-23,6.229624,10.217730,13.840204,7.868419,6.049158,9.213319,6.358742,10.916319,8.142783,10.306714,15.959871,29.444366,26.425492,30.051560,47.926213,32.680790,29.241241,16.895145,13.794137,16.842428,14.718910,16.768045,20.825684,22.685832,21.594282,24.864169,26.027309,25.190886,14.954268
2026-03-24,6.185090,10.099014,13.603133,7.831847,6.001976,9.076104,6.288747,10.676814,8.101818,10.282850,15.980131,29.311051,26.264162,30.195170,48.144748,32.840391,29.371202,17.125087,13.988580,16.901905,14.331620,16.342295,20.085319,22.219469,21.129167,24.305647,25.555093,24.625016,14.806169
2026-03-25,6.132084,9.985160,13.521666,7.782180,6.008619,9.010698,6.284713,10.628018,8.059746,10.167455,15.684308,28.533196,25.449690,29.720763,47.495171,32.029482,28.485805,16.734876,13.680763,16.438231,13.941749,15.871425,19.306569,22.025684,20.855131,23.820111,25.011439,24.184379,14.605345
2026-03-26,6.198246,10.080152,13.752249,7.940473,6.082875,9.136404,6.345420,10.724558,8.139566,10.285736,15.777494,29.208220,26.613586,30.576736,48.617821,32.910723,29.073504,17.011115,13.994067,16.772708,14.028012,16.055687,19.458932,22.057736,21.028646,23.631515,25.325608,24.318199,14.777917
2026-03-27,6.360347,10.325666,14.349603,8.111199,6.238195,9.329299,6.438193,10.973784,8.209386,10.416748,15.747939,29.448086,26.938971,30.864916,48.842857,33.474337,29.456605,17.165920,14.089428,16.858605,13.958433,16.055687,19.427102,21.866881,20.830588,23.538382,25.189962,24.251097,14.950137
2026-03-30,6.342779,10.274329,14.363292,8.069726,6.238856,9.371596,6.413642,10.901054,8.211355,10.368749,15.601920,29.248529,26.837975,30.923968,48.903225,33.875514,29.348514,17.084460,13.968051,16.762037,14.423177,16.630741,20.159981,21.495364,20.469595,23.400111,25.100370,24.019247,14.917039
2026-03-31,6.755402,10.236701,14.269580,8.762841,6.652081,9.321739,7.346124,11.403871,8.048130,10.195681,15.842250,31.807424,28.168789,32.400953,49.500151,35.510200,30.241211,18.179700,13.867025,16.827680,14.965189,17.387734,20.616434,22.041435,20.767275,23.786898,25.485794,25.084139,15.239582
2026-04-01,6.731630,10.139216,14.052064,8.634514,6.597659,9.222584,7.223366,11.266775,7.984461,10.098339,15.092408,30.327674,27.208106,30.786404,47.598759,33.312764,28.854846,17.344190,13.226700,16.411427,13.930731,16.038863,19.067065,21.980268,20.720267,23.604965,25.441913,24.813531,14.943226
2026-04-02,6.746806,10.118857,14.057727,8.609480,6.609813,9.219524,7.164257,11.222934,7.971864,10.015945,15.245201,30.352787,27.562381,31.530168,48.210964,34.177926,29.603429,17.550763,13.442232,16.475171,14.155613,16.225872,19.587365,21.739116,20.626917,23.381597,25.011598,24.548936,14.967912
2026-04-06,6.730272,9.994989,13.822964,8.583033,6.584887,9.093997,7.089466,11.113010,7.926468,9.953109,15.245201,30.352787,27.562381,31.530168,48.210964,34.177926,29.603429,17.550763,13.442232,16.475171,14.004832,16.251347,19.440963,21.739116,20.626917,23.381597,25.011598,24.548936,14.896453
2026-04-07,6.692700,9.955632,13.848144,8.599705,6.522550,9.103897,7.041090,11.035164,7.891532,9.858837,15.292364,30.566171,27.500732,31.377007,48.067157,33.987925,29.653649,17.547157,13.561266,16.609262,13.916931,16.141565,19.260473,21.739116,20.626917,23.381597,25.011598,24.548936,14.866745
2026-04-08,6.497318,9.679437,13.186437,8.250660,6.284416,8.825344,6.884326,10.672474,7.765339,9.704574,14.583527,28.518238,25.491285,29.263647,45.685216,31.184816,27.705200,16.692448,12.673811,16.011870,13.585612,15.594733,18.190503,22.072153,20.488536,23.604965,24.843685,24.713613,14.440613
2026-04-09,6.455512,9.542766,13.046935,8.266948,6.220942,8.701623,6.855037,10.507646,7.720873,9.661032,14.595750,28.680128,25.720577,29.418406,45.919034,31.065593,27.598804,16.538349,12.800161,16.007239,13.773788,15.776116,18.742234,21.828896,20.626917,23.515084,24.760606,24.847023,14.396199
2026-04-10,6.463611,9.570407,13.098264,8.234287,6.236225,8.757536,6.901855,10.444226,7.663515,9.577706,14.528796,28.206240,25.420501,29.154135,45.984422,30.850838,27.502816,16.446706,12.611646,15.865055,13.776035,15.818822,18.595820,21.709362,20.626917,23.470413,24.555419,24.880611,14.366898
2026-04-13,6.397249,9.440285,12.917193,8.372429,6.135050,8.646510,6.829196,10.297514,7.631731,9.492947,14.528796,28.581498,25.576769,29.329767,46.221391,31.240490,27.719774,16.374787,12.797880,15.716630,13.695626,15.709879,18.729062,21.679692,20.696846,23.470413,24.474333,24.880611,14.305181
2026-04-14,6.441659,9.440285,12.613698,8.219733,6.073432,9.108857,6.768452,10.287022,7.584619,9.416364,14.482519,28.086469,24.966114,28.913106,45.492222,30.426341,26.736570,16.175116,12.416236,15.527617,13.740173,15.810796,18.585454,21.532609,20.557483,23.162598,23.921996,24.713613,14.243633
2026-04-15,6.533975,9.289565,12.427618,8.301121,5.854206,9.251259,6.705067,10.224561,7.556563,9.368024,14.536876,28.215496,24.652148,28.833676,45.517859,30.491490,26.959455,16.132786,12.463392,15.368822,13.462499,15.519822,18.168258,21.650108,20.557483,23.076194,23.730979,24.746826,14.207967
2026-04-16,6.462200,9.415048,12.635249,8.296984,5.965636,9.153768,6.583215,10.279168,7.573967,9.385057,14.549016,28.417623,24.747873,29.119892,45.685216,30.684537,27.176902,16.702182,12.600614,15.458520,13.322923,15.417750,18.375616,21.650108,20.397362,23.076194,23.768928,24.746826,14.225827
2026-04-17,6.456215,9.352610,12.385256,8.092484,5.926189,9.137742,6.572469,10.053936,7.489717,9.286765,14.281053,27.494317,24.086047,27.974577,44.453734,29.547412,26.402733,16.393484,12.058510,15.118566,13.651391,15.654698,18.642617,21.532609,20.106848,23.162598,23.543119,24.647466,14.081875
2026-04-20,6.340891,9.346417,12.310808,7.973566,5.877625,9.082147,6.561355,9.767572,7.446954,9.216098,14.434568,28.095646,24.444765,28.463965,44.873219,30.325122,26.968635,16.503460,12.352554,15.263479,13.649187,15.715156,18.624389,21.075695,19.676514,22.737213,23.104679,24.386529,13.986462
2026-04-21,6.408975,9.419768,12.428487,8.087891,5.913438,9.123772,6.458531,9.574030,7.527670,9.290215,14.384979,28.401968,24.392839,28.601076,45.237470,30.701084,27.172239,16.503460,12.482797,15.523278,13.827943,15.994882,18.963778,20.882127,19.509759,22.571596,22.821740,24.194574,14.055709
2026-04-22,6.408629,9.476830,12.600271,8.025037,5.868689,9.221564,6.540481,9.639855,7.569608,9.358657,14.506624,28.629135,24.734532,29.026925,45.711076,31.287762,27.383799,16.724939,12.574224,15.501628,13.995523,16.074788,19.056137,21.244635,19.910768,23.162598,23.104679,24.451222,14.158082
2026-04-23,6.431708,9.581841,12.710397,8.051740,5.930628,9.228712,6.559302,9.705546,7.616228,9.306931,14.551041,29.045704,25.047965,29.160372,45.958245,31.574522,27.974949,16.816629,12.825301,15.910626,14.193856,16.334018,19.421048,21.103656,19.782270,23.033246,23.104679,24.131288,14.227795
2026-04-24,6.491790,9.651089,12.758892,8.085139,5.945834,9.341647,6.616118,9.735000,7.608779,9.321396,14.725429,29.290383,25.246709,29.571655,46.194937,31.817666,28.139432,16.926076,12.973726,15.947283,14.177097,16.342621,19.578689,20.882127,19.530441,22.990462,23.033259,23.912477,14.277162
2026-04-27,6.432754,9.555751,12.653268,8.002789,5.890961,9.223605,6.598577,9.548980,7.582978,9.288489,14.733747,29.071951,24.952526,29.207220,46.089431,31.434812,28.084382,16.902733,12.882840,15.676663,14.023491,16.180791,19.097186,20.992279,19.634545,23.119313,23.104679,24.037002,14.194022
2026-04-28,6.435893,9.550877,12.708575,8.087891,5.886336,9.128756,6.637567,9.635322,7.518811,9.288489,14.610038,29.127892,24.702573,28.788059,45.633590,30.959937,27.905770,16.813336,12.779670,15.614923,13.629388,15.524964,18.215287,21.103656,19.655505,23.119313,23.104679,24.162887,14.137604
2026-04-29,6.474564,9.515302,12.792987,8.251862,5.972007,9.127759,6.691696,9.737319,7.604373,9.358657,14.622308,28.837475,24.601937,29.098144,45.853840,31.023242,28.407837,16.902733,12.658207,15.159669,13.629388,15.524964,18.215287,20.992279,19.447992,22.863105,23.104679,24.068345,14.165953
2026-04-30,6.405003,9.422918,12.758892,8.109221,5.880440,9.056592,6.602744,9.614983,7.643026,9.110985,14.440543,28.808440,23.679550,29.501210,47.556641,32.141873,28.712944,16.340629,12.763782,15.098105,13.889418,15.883345,18.763349,21.532609,19.889231,23.381597,23.431887,24.713613,14.158883
2026-05-01,6.418149,9.457723,12.808718,8.109683,5.891219,9.198164,6.627453,9.662591,7.646018,9.138237,14.337717,28.660984,23.507974,29.501210,47.556641,32.141873,28.712944,16.340629,12.763782,15.098105,13.976945,15.805450,18.811043,21.532609,19.889231,23.381597,23.431887,24.713613,14.186068
2026-05-04,6.503036,9.627883,12.978851,8.270567,5.947413,9.366931,6.708527,9.891909,7.696198,9.211433,14.337717,28.660984,23.507974,30.081340,47.796330,33.430764,29.300308,16.846328,13.236503,15.213460,13.976945,15.805450,18.811043,21.858995,19.761023,23.249681,23.960585,24.813531,14.350143
2026-05-05,6.471910,9.476830,12.756137,8.146977,5.914996,9.292573,6.687826,9.856026,7.673894,9.227371,15.167285,29.597193,24.220548,29.645676,47.402849,33.137362,28.992872,16.605394,13.004332,15.073628,13.976945,15.805450,18.811043,21.919456,19.889231,23.425916,24.234391,24.614532,14.336141
2026-05-06,6.376339,9.400918,12.793911,8.006226,5.810773,9.237921,6.633348,9.706122,7.551581,9.011884,14.496570,28.104828,23.165512,28.225811,45.788836,31.447855,27.950202,15.874941,12.532684,14.798145,13.976945,15.805450,18.811043,21.768957,19.571942,22.990462,23.960585,24.418832,14.085503
2026-05-07,6.527832,9.536288,12.657782,8.093097,5.891219,9.369045,6.760507,9.850073,7.553697,9.066882,14.577424,28.359790,23.279128,28.275452,46.036863,31.609650,27.999742,15.747855,12.541405,14.920568,13.682323,15.420284,18.240143,21.650108,19.676514,23.033246,23.883536,24.322192,14.172634
2026-05-08,6.604134,9.775856,12.986484,8.012735,5.817251,9.758509,6.768894,9.808040,7.523404,9.076764,14.783862,28.632316,23.374466,28.778951,46.367433,31.808758,28.034529,15.863298,12.667119,14.884802,13.937642,15.792102,18.634800,21.858995,19.932356,23.162598,23.960585,24.451222,14.314731
2026-05-11,6.643363,9.907798,12.957911,7.950538,5.867415,10.003718,6.682245,9.768156,7.560851,9.105446,14.628452,28.960736,23.640657,28.357607,46.049996,31.715519,28.099373,15.765057,12.723124,14.880839,13.711182,15.491609,18.330223,21.679692,19.761023,22.905392,23.730979,24.322192,14.308076
2026-05-12,6.553034,9.867452,12.902112,7.942896,5.847629,9.812099,6.641791,9.751837,7.495208,9.041740,14.750412,29.917696,23.998076,29.129222,46.648889,32.915991,28.448814,16.096690,12.971379,14.948512,13.581251,15.171186,18.131310,21.474361,19.634545,22.612764,23.617889,24.194574,14.252534
2026-05-13,6.638665,10.034695,13.126536,7.873716,5.798860,10.009841,6.577010,9.686594,7.575204,9.120419,14.540920,29.407604,23.406506,28.821496,46.380760,33.040739,28.039507,15.936373,12.880528,14.428619,13.407139,15.018626,17.936912,21.620607,19.697570,22.695572,23.395053,24.226347,14.256539
2026-05-14,6.645057,10.032883,13.056586,7.777664,5.781592,9.978095,6.536407,9.563436,7.429337,8.987082,14.430587,28.600532,23.095955,28.634066,45.997520,32.594277,27.792886,15.637012,12.917632,14.428619,13.620609,15.455858,18.096969,21.503444,19.697570,22.408484,23.395053,24.037002,14.201672
2026-05-15,6.684863,10.047402,13.193349,7.924084,5.831765,10.023340,6.575771,9.614418,7.427555,9.003239,14.694330,29.343851,23.370912,29.494825,46.716416,33.045554,28.505355,15.971704,12.992542,14.521952,13.396549,15.387407,18.275063,21.949819,19.889231,22.695572,23.358340,24.258208,14.312889
2026-05-18,6.629664,9.883196,13.293955,7.939522,5.827251,9.908076,6.512085,9.564550,7.427555,9.003239,14.555093,29.144387,22.986712,29.893015,46.920201,32.949481,28.295781,16.019073,12.987833,14.413807,13.123370,15.312107,19.299653,22.072153,19.932356,22.737213,23.468842,24.386529,14.270475
2026-05-19,6.725428,9.881443,13.543995,8.071178,5.906441,9.886567,6.522598,9.726895,7.426791,8.998924,14.665429,29.230475,23.484016,30.064721,46.797711,33.045554,28.300856,16.004238,12.966685,14.454622,12.682591,14.806294,18.340289,21.828896,19.739824,22.489731,23.505920,24.290155,14.288300
2026-05-20,6.606361,9.789561,13.056586,7.686846,5.703256,9.738869,6.488777,9.546205,7.306667,8.887821,14.331833,28.230939,22.918270,29.485250,46.194937,31.697823,27.176902,15.625737,12.495770,14.181154,12.983331,14.947126,18.101867,21.980268,19.997417,22.654088,23.468842,24.581688,14.072972
2026-05-21,6.587489,9.745177,13.018073,7.645907,5.638986,9.726207,6.416899,9.567336,7.228012,8.749791,14.351467,28.178506,22.816404,29.523587,46.155312,32.160085,27.167575,15.525043,12.678276,14.117168,12.838765,14.602553,17.354641,22.227095,20.084862,22.779016,24.194876,24.614532,14.044896
2026-05-22,6.525847,9.692841,13.030563,7.588831,5.626986,9.671382,6.410281,9.552867,7.195204,8.672638,14.194071,27.913307,22.709901,29.279363,45.762886,31.978921,27.074667,15.365700,12.709633,14.113632,12.746843,14.659174,17.012503,22.072153,19.910768,22.654088,24.038154,24.647466,13.957037
2026-05-26,6.519362,9.626229,12.862707,7.603473,5.610245,9.546100,6.337402,9.306295,7.186702,8.635618,14.081741,27.453428,22.353281,28.583115,48.124574,31.069836,26.651171,15.170047,12.435480,13.997986,12.861970,14.526298,17.225742,22.289711,19.997417,22.779016,24.637067,24.647466,13.927723
2026-05-27,6.656940,9.811922,13.001779,7.590550,5.613675,9.704423,6.387438,9.337854,7.203017,8.650876,13.914026,27.296881,22.256587,28.553229,47.967014,31.108064,26.709539,15.209813,12.247979,14.134881,12.979377,14.787731,17.544996,22.479799,20.329539,22.820978,24.433998,24.780131,14.027167
2026-05-28,6.705554,9.869198,13.070124,7.512774,5.564321,9.643100,6.356009,9.354254,7.229207,8.599440,14.129104,27.517740,22.521888,28.715377,48.182132,31.421780,26.858909,15.338578,12.439766,14.256599,13.176221,15.025816,17.900953,22.903527,20.557483,23.076194,25.139092,24.981942,14.127625
2026-05-29,6.656373,9.726535,12.953162,7.403609,5.471938,9.543895,6.399417,9.459997,7.137338,8.523806,14.010399,27.199261,22.192609,28.360551,47.542614,30.754990,27.360122,15.223118,12.382184,14.131334,13.107200,15.098126,17.595585,22.738592,20.534446,22.737213,24.637067,24.226347,13.988151
2026-06-01,6.708440,9.741782,12.657782,7.263028,5.408147,9.584860,6.279758,9.240278,7.216085,8.740693,14.113911,27.380721,22.029102,28.469897,47.967014,31.095310,27.685792,15.330463,12.459090,13.952986,13.011079,14.997099,17.618682,22.705902,20.442843,22.695572,24.678102,23.974571,13.981163
2026-06-02,6.625362,9.580206,12.465055,7.168898,5.326742,9.339547,6.328713,9.240793,7.134554,8.576639,13.860896,26.516698,21.478656,27.931728,47.725578,31.231913,27.275241,15.191228,12.371583,13.802964,12.920385,14.785414,17.254456,22.227095,20.150976,22.327849,24.313825,23.576875,13.773972
2026-06-03,6.627419,9.593305,12.582415,7.308510,5.426397,9.420102,6.355628,9.339966,7.105706,8.596521,14.025354,27.093850,21.997747,28.287158,47.909985,31.361111,28.270442,15.455929,12.543587,13.987573,12.574591,14.343688,16.643290,22.479799,20.352095,22.489731,24.353745,23.850719,13.846727
2026-06-04,6.445685,9.312520,12.135058,7.010640,5.261525,9.116805,6.227334,9.090408,6.990099,8.510475,14.263564,26.863229,22.604432,28.063563,47.796330,30.913682,27.478925,15.420250,12.382184,13.942645,12.457713,14.385054,16.618736,22.479799,20.397362,22.571596,24.474333,24.005745,13.635102
2026-06-05,6.419884,9.365023,12.360331,7.322722,5.389011,9.085106,6.287174,9.140426,6.997626,8.524283,14.323994,27.216436,22.855906,28.156039,47.739709,31.335181,27.676098,15.622921,12.439766,13.925448,12.279743,14.168057,16.475017,22.133858,20.019202,22.327849,24.393804,23.819965,13.669132
2026-06-08,6.441834,9.396218,12.291290,7.284484,5.382600,9.182975,6.309921,9.137408,6.952968,8.442656,14.222938,27.262343,22.855906,28.301804,47.824692,31.535097,27.890993,15.954017,12.519628,13.853716,12.461329,14.437674,16.790166,21.828896,19.932356,22.128895,24.433998,23.819965,13.668242
2026-06-09,6.414164,9.274333,12.169770,7.363587,5.424081,9.079190,6.255432,9.065629,6.880068,8.421250,14.825905,27.784131,24.328253,28.231643,48.009884,31.292067,27.851664,16.105699,12.649309,13.826599,12.418079,14.270300,16.527339,21.828896,20.084862,22.011295,24.802072,23.637162,13.683213
2026-06-10,6.476512,9.256127,12.282824,7.558825,5.500934,9.082147,6.387053,9.137910,6.885399,8.434265,15.018318,27.913307,24.588758,28.655101,48.355648,31.996943,28.104374,16.159971,12.691695,13.874130,12.407318,14.174401,16.682326,21.620607,19.953994,21.894996,24.514805,23.637162,13.751620
2026-06-11,6.400520,9.163328,11.899565,7.341282,5.373944,9.039971,6.298337,8.987345,6.839447,8.316486,14.717122,27.724471,23.811807,28.661116,48.559703,31.822123,28.240098,16.147877,12.660434,13.959889,12.559851,14.225374,17.148936,21.679692,20.084862,22.089550,24.194876,23.667424,13.635668
2026-06-12,6.278776,9.038007,11.762376,7.179521,5.345744,8.912261,6.228786,8.854882,6.818512,8.236635,14.207526,26.373695,22.912586,27.302234,47.194762,30.037464,26.552993,15.628554,12.074557,13.503460,12.483078,13.806275,16.788078,20.992279,19.468536,21.479363,23.505920,22.962738,13.329549
2026-06-15,6.300592,9.059588,11.657199,7.102461,5.267194,8.968410,6.283092,8.867085,6.828333,8.225180,14.094968,26.000942,22.445414,26.779656,46.635405,29.044077,25.496098,15.425726,11.662597,13.310418,12.199720,13.584292,16.322114,21.159812,19.613631,21.628576,23.321747,23.309518,13.259909
2026-06-16,6.112668,8.922048,11.524533,7.021331,5.212122,8.789460,6.211773,8.687045,6.765186,8.173216,13.862722,25.638980,22.155466,26.441808,45.814816,28.615313,25.317649,15.143659,11.495794,13.105142,12.248294,13.800280,16.393223,21.075695,19.655505,21.704001,23.617889,23.221800,13.106860
2026-06-17,6.077098,8.965491,11.466707,6.974931,5.134793,8.904709,6.153971,8.695581,6.730175,8.087969,13.617462,24.829100,21.740042,26.130071,45.111187,28.381166,24.736037,14.814378,11.264632,13.159615,12.097033,13.718914,15.914468,21.503444,20.041038,22.287759,24.393804,23.819965,13.080163
2026-06-18,6.205735,9.012263,11.519384,6.988989,5.167957,9.059533,6.241528,8.823147,6.692590,8.038370,13.570225,24.967143,21.528409,26.154927,44.848319,28.307492,24.747551,14.796813,11.274997,12.845704,11.761557,13.193371,15.475116,22.072153,20.239843,22.489731,25.053946,24.290155,13.137991
2026-06-22,6.107424,8.848862,11.330906,6.935886,5.096011,8.901880,6.140949,8.579954,6.658848,8.012587,13.492278,24.251845,21.399549,25.972144,44.687161,28.006461,24.314064,14.478519,11.177368,12.762627,11.893937,13.345673,15.845858,21.980268,20.307036,22.489731,24.969398,24.386529,13.022516
2026-06-23,6.066765,8.775672,11.380790,7.000590,5.115219,8.874642,6.111282,8.579082,6.627258,7.988227,13.540664,24.456406,21.399549,26.070613,44.873219,28.568878,24.720705,14.604057,11.235378,12.897862,12.114016,13.703158,16.269211,21.739116,20.217548,22.208029,24.843685,24.322192,13.027238
2026-06-24,6.077250,8.799917,11.480557,7.098268,5.230706,8.858761,6.244084,8.797205,6.634682,8.010931,13.684547,24.655267,21.780849,26.065672,45.048311,29.036700,25.349901,14.826953,11.294053,13.051155,12.329015,13.907016,16.462993,22.321159,20.534446,22.489731,25.441913,24.880611,13.166631
2026-06-25,6.051949,8.738257,11.380074,7.165945,5.208121,8.817956,6.176653,8.767766,6.613439,7.944883,13.544135,24.015446,21.478656,25.690904,44.736619,28.262086,25.094259,14.837029,11.247403,12.921192,12.230898,13.939589,16.456988,22.771379,20.981619,23.695568,26.163445,25.537242,13.171792
2026-06-26,6.145142,8.779702,11.615852,7.440978,5.386941,8.899995,6.244084,8.832454,6.635073,7.980418,13.745180,24.493150,21.750229,26.149951,45.098596,28.759181,25.785455,14.959098,11.321899,13.168742,12.189366,13.836332,16.320148,22.804267,21.078383,23.381597,26.588344,25.326017,13.329799
2026-06-29,6.102960,8.746244,11.526374,7.422961,5.357552,8.865293,6.244084,8.767766,6.591007,7.953427,13.734437,24.744215,21.709542,26.340405,45.288188,28.726679,25.873599,14.941162,11.245684,13.165698,12.189366,13.836332,16.320148,22.804267,21.127118,23.249681,26.492687,25.537242,13.295486
